date,year,month,day,day_of_year,weekday,week,season,is_winter,is_spring,is_summer,is_autumn,month_sin,month_cos,days_since_season_start,is_transition_period,food_scarcity_index,food_abundance_index,bat_landing_number,bat_landing_number_rolling_7d,bat_landing_number_std_7d,bat_landing_number_rolling_14d,bat_landing_number_std_14d,bat_landing_number_rolling_30d,bat_landing_number_std_30d,has_bat_landing_number,days_since_last_bat_landing_number,bat_landing_number_frequency,winter_encounters,spring_encounters,scarcity_encounter_ratio,abundance_encounter_product,prev_month_encounters,prev_season_effect,winter_rolling_encounters,rat_arrival_number,rat_arrival_number_rolling_7d,rat_arrival_number_std_7d,rat_arrival_number_rolling_14d,rat_arrival_number_std_14d,rat_arrival_number_rolling_30d,rat_arrival_number_std_30d,has_rat_arrival_number,days_since_last_rat_arrival_number,rat_arrival_number_frequency,winter_encounters,spring_encounters,scarcity_encounter_ratio,abundance_encounter_product,prev_month_encounters,prev_season_effect,winter_rolling_encounters
2018-01-04 15:49:00,2018,1,4,4,3,1,summer,0,0,1,0,0.49999999999999994,0.8660254037844387,34,0,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-01-06 06:20:00,2018,1,6,6,5,1,summer,0,0,1,0,0.49999999999999994,0.8660254037844387,36,0,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-01-28 05:39:00,2018,1,28,28,6,4,summer,0,0,1,0,0.49999999999999994,0.8660254037844387,58,0,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,1,0.14285714285714285,0.37796447300922725,0.125,0.3535533905932738,0.125,0.3535533905932738,1,0,medium,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-01-30 17:12:00,2018,1,30,30,1,5,summer,0,0,1,0,0.49999999999999994,0.8660254037844387,60,0,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,0,0.14285714285714285,0.37796447300922725,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.3333333333333333,0,2,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-01-31 05:12:00,2018,1,31,31,2,5,summer,0,0,1,0,0.49999999999999994,0.8660254037844387,61,0,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,0,0.14285714285714285,0.37796447300922725,0.1,0.31622776601683794,0.1,0.31622776601683794,0,2,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-01-31 06:12:00,2018,1,31,31,2,5,summer,0,0,1,0,0.49999999999999994,0.8660254037844387,61,0,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,0,0.14285714285714285,0.37796447300922725,0.09090909090909091,0.30151134457776363,0.09090909090909091,0.30151134457776363,0,3,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-02-03 15:16:00,2018,2,3,34,5,5,summer,0,0,1,0,0.8660254037844386,0.5000000000000001,64,0,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,0,0.14285714285714285,0.37796447300922725,0.08333333333333333,0.28867513459481287,0.08333333333333333,0.28867513459481287,0,6,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-02-08 05:49:00,2018,2,8,39,3,6,summer,0,0,1,0,0.8660254037844386,0.5000000000000001,69,0,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,0,0.14285714285714285,0.37796447300922725,0.07692307692307693,0.2773500981126145,0.07692307692307693,0.2773500981126145,0,11,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-02-09 16:51:00,2018,2,9,40,4,6,summer,0,0,1,0,0.8660254037844386,0.5000000000000001,70,0,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,0,0.14285714285714285,0.37796447300922725,0.07142857142857142,0.26726124191242434,0.07142857142857142,0.26726124191242434,0,12,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-02-12 16:24:00,2018,2,12,43,0,7,summer,0,0,1,0,0.8660254037844386,0.5000000000000001,73,0,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,0,0.0,0.0,0.07142857142857142,0.26726124191242434,0.06666666666666667,0.2581988897471611,0,15,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-02-13 16:25:00,2018,2,13,44,1,7,summer,0,0,1,0,0.8660254037844386,0.5000000000000001,74,0,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,0,0.0,0.0,0.07142857142857142,0.26726124191242434,0.0625,0.24999999999999997,0,16,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-02-13 17:25:00,2018,2,13,44,1,7,summer,0,0,1,0,0.8660254037844386,0.5000000000000001,74,0,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,0,0.0,0.0,0.07142857142857142,0.26726124191242434,0.058823529411764705,0.24253562503633294,0,16,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-02-17 16:28:00,2018,2,17,48,5,7,summer,0,0,1,0,0.8660254037844386,0.5000000000000001,78,1,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,0,0.0,0.0,0.07142857142857142,0.26726124191242434,0.05555555555555555,0.2357022603955158,0,20,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-02-19 16:30:00,2018,2,19,50,0,8,summer,0,0,1,0,0.8660254037844386,0.5000000000000001,80,1,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,0,0.0,0.0,0.07142857142857142,0.26726124191242434,0.05263157894736842,0.22941573387056172,0,22,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-02-20 05:00:00,2018,2,20,51,1,8,summer,0,0,1,0,0.8660254037844386,0.5000000000000001,81,1,0.4,0.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0,0,0.0,0.0,0.07142857142857142,0.26726124191242434,0.05,0.22360679774997894,0,22,low,0,0,2.499993750015625,0.6,0.0,0.5,0.0
2018-03-19 06:20:00,2018,3,19,78,0,12,autumn,0,0,0,1,1.0,6.123233995736766e-17,18,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0,0,0.0,0.0,0.07142857142857142,0.26726124191242434,0.047619047619047616,0.21821789023599233,0,50,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0
2018-03-19 07:20:00,2018,3,19,78,0,12,autumn,0,0,0,1,1.0,6.123233995736766e-17,18,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.045454545454545456,0.21320071635561041,0,50,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0
2018-03-19 17:21:00,2018,3,19,78,0,12,autumn,0,0,0,1,1.0,6.123233995736766e-17,18,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.043478260869565216,0.20851441405707472,0,50,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0
2018-03-29 06:27:00,2018,3,29,88,3,13,autumn,0,0,0,1,1.0,6.123233995736766e-17,28,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.041666666666666664,0.20412414523193148,0,60,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0
2018-03-29 07:57:00,2018,3,29,88,3,13,autumn,0,0,0,1,1.0,6.123233995736766e-17,28,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.04,0.19999999999999996,0,60,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0
2018-03-30 17:59:00,2018,3,30,89,4,13,autumn,0,0,0,1,1.0,6.123233995736766e-17,29,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.038461538461538464,0.196116135138184,0,61,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0
2018-04-03 08:31:00,2018,4,3,93,1,14,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,33,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.037037037037037035,0.19245008972987523,0,65,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0
2018-04-04 06:01:00,2018,4,4,94,2,14,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,34,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.03571428571428571,0.1889822365046136,0,66,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0
2018-04-09 17:35:00,2018,4,9,99,0,15,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,39,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.034482758620689655,0.18569533817705183,0,71,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0
2018-04-12 05:07:00,2018,4,12,102,3,15,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,42,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,0.0,0.5,0.0,2,0.2857142857142857,0.7559289460184545,0.14285714285714285,0.5345224838248488,0.1,0.40257789993644877,1,0,high,0,0,1.6666638888935186,0.4,0.0,0.5,0.0
2018-04-12 06:37:00,2018,4,12,102,3,15,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,42,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.2857142857142857,0.7559289460184545,0.14285714285714285,0.5345224838248488,0.1,0.40257789993644877,0,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-12 08:07:00,2018,4,12,102,3,15,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,42,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.2857142857142857,0.7559289460184545,0.14285714285714285,0.5345224838248488,0.1,0.40257789993644877,0,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-14 06:38:00,2018,4,14,104,5,15,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,44,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.2857142857142857,0.7559289460184545,0.14285714285714285,0.5345224838248488,0.1,0.40257789993644877,0,2,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-16 05:40:00,2018,4,16,106,0,16,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,46,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,1,0.42857142857142855,0.7867957924694432,0.21428571428571427,0.5789342235218394,0.13333333333333333,0.43417248545530474,1,0,medium,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-16 08:10:00,2018,4,16,106,0,16,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,46,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.42857142857142855,0.7867957924694432,0.21428571428571427,0.5789342235218394,0.13333333333333333,0.43417248545530474,0,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-18 08:11:00,2018,4,18,108,2,16,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,48,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.42857142857142855,0.7867957924694432,0.21428571428571427,0.5789342235218394,0.13333333333333333,0.43417248545530474,0,2,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-18 17:42:00,2018,4,18,108,2,16,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,48,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,1,0.2857142857142857,0.48795003647426666,0.2857142857142857,0.6112498455021267,0.16666666666666666,0.461133037377414,1,0,medium,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-19 06:42:00,2018,4,19,109,3,16,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,49,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,1,0.42857142857142855,0.5345224838248488,0.35714285714285715,0.633323693776651,0.16666666666666666,0.461133037377414,1,0,medium,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-19 07:12:00,2018,4,19,109,3,16,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,49,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,1,0.5714285714285714,0.5345224838248488,0.42857142857142855,0.646206172658864,0.2,0.4842341981115023,1,0,medium,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-19 08:12:00,2018,4,19,109,3,16,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,49,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.5714285714285714,0.5345224838248488,0.42857142857142855,0.646206172658864,0.2,0.4842341981115023,0,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-21 07:43:00,2018,4,21,111,5,16,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,51,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,1,0.5714285714285714,0.5345224838248488,0.5,0.6504436355879909,0.23333333333333334,0.5040069329937309,1,0,medium,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-22 06:44:00,2018,4,22,112,6,16,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,52,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,1,0.7142857142857143,0.48795003647426666,0.5714285714285714,0.646206172658864,0.26666666666666666,0.5208304597621879,1,0,medium,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-24 06:15:00,2018,4,24,114,1,17,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,54,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,1,0.8571428571428571,0.3779644730092273,0.6428571428571429,0.633323693776651,0.3,0.5349830806219241,1,0,medium,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-24 06:45:00,2018,4,24,114,1,17,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,54,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,1,0.8571428571428571,0.3779644730092273,0.5714285714285714,0.5135525910130957,0.3333333333333333,0.546672273590534,1,0,medium,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-26 06:17:00,2018,4,26,116,3,17,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,56,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.7142857142857143,0.48795003647426666,0.5714285714285714,0.5135525910130957,0.3333333333333333,0.546672273590534,0,1,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-26 07:47:00,2018,4,26,116,3,17,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,56,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.5714285714285714,0.5345224838248489,0.5714285714285714,0.5135525910130957,0.3333333333333333,0.546672273590534,0,2,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-28 07:48:00,2018,4,28,118,5,17,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,58,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.5714285714285714,0.5345224838248489,0.5714285714285714,0.5135525910130957,0.3333333333333333,0.546672273590534,0,4,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-04-30 05:49:00,2018,4,30,120,0,18,autumn,0,0,0,1,0.8660254037844387,-0.4999999999999998,60,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.42857142857142855,0.5345224838248489,0.5,0.5188745216627709,0.3333333333333333,0.546672273590534,0,5,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-05-03 05:21:00,2018,5,3,123,3,18,autumn,0,0,0,1,0.49999999999999994,-0.8660254037844387,63,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.2857142857142857,0.48795003647426677,0.5,0.5188745216627709,0.3333333333333333,0.546672273590534,0,8,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-05-05 05:23:00,2018,5,5,125,5,18,autumn,0,0,0,1,0.49999999999999994,-0.8660254037844387,65,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.14285714285714285,0.37796447300922753,0.5,0.5188745216627709,0.3333333333333333,0.546672273590534,0,10,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-05-05 07:53:00,2018,5,5,125,5,18,autumn,0,0,0,1,0.49999999999999994,-0.8660254037844387,65,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.0,0.0,0.42857142857142855,0.5135525910130957,0.3333333333333333,0.546672273590534,0,11,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-05-07 07:54:00,2018,5,7,127,0,19,autumn,0,0,0,1,0.49999999999999994,-0.8660254037844387,67,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.0,0.0,0.35714285714285715,0.49724515809884706,0.3333333333333333,0.546672273590534,0,13,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-05-09 05:56:00,2018,5,9,129,2,19,autumn,0,0,0,1,0.49999999999999994,-0.8660254037844387,69,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.0,0.0,0.2857142857142857,0.4688072309384956,0.3333333333333333,0.546672273590534,0,14,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-05-09 08:26:00,2018,5,9,129,2,19,autumn,0,0,0,1,0.49999999999999994,-0.8660254037844387,69,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.0,0.0,0.2857142857142857,0.4688072309384956,0.3333333333333333,0.546672273590534,0,15,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-05-09 08:56:00,2018,5,9,129,2,19,autumn,0,0,0,1,0.49999999999999994,-0.8660254037844387,69,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.0,0.0,0.21428571428571427,0.4258153136263203,0.3333333333333333,0.546672273590534,0,15,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-05-10 07:56:00,2018,5,10,130,3,19,autumn,0,0,0,1,0.49999999999999994,-0.8660254037844387,70,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.0,0.0,0.14285714285714285,0.3631365196012817,0.3333333333333333,0.546672273590534,0,16,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-05-10 19:27:00,2018,5,10,130,3,19,autumn,0,0,0,1,0.49999999999999994,-0.8660254037844387,70,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.0,0.0,0.07142857142857142,0.26726124191242473,0.3333333333333333,0.546672273590534,0,16,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
2018-05-13 20:29:00,2018,5,13,133,6,19,autumn,0,0,0,1,0.49999999999999994,-0.8660254037844387,73,0,0.6,0.4,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.546672273590534,0,19,low,0,0,1.6666638888935186,0.4,1.0,0.5,0.0
